cik,days_to_first_price_update,days_to_final_price_revision,days_from_priced_to_listing,days_from_s1_to_listing,size_of_first_price_update,size_of_final_price_revision,percent_first_price_update,percent_final_price_revision,pct_first_price_change,days_to_first_price_change,prange_change_first_price_update,prange_change_plus,delay_in_price_update,number_of_price_updates,number_of_price_updates_up,number_of_price_updates_down,offer_in_filing_price_range,Coname,Year,date_1st_pricing,date_last_pricing,date_s1_filing,date_424b,date_trading,Date,Offer Price,Open,Close,High,Low,Volume,open_return,close_return,SIC,FF49_industry,BAA_yield_changes,confidential_IPO,foreign,exchange,amends,VC,underwriter_rank_single,underwriter_rank_avg,underwriter_rank_med,underwriter_num_leads,underwriter_collective_rank,underwriter_tier,share_overhang,shares_offered,total_dual_class_shares,proceeds,market_cap,liab_over_assets,price_to_earnings,price_to_sales,EPS,sales,priceupdate_down,priceupdate_up,M3_IPO_volume,M3_indust_rets,M3_initial_returns,M3_pct_above_midpoint,IoT_15day_CASI_all,IoT_15day_CASI_business_industrial,IoT_15day_CASI_finance,IoT_15day_CASI_weighted_finance,IoT_30day_CASI_all,IoT_30day_CASI_business_industrial,IoT_30day_CASI_finance,IoT_30day_CASI_weighted_finance,IoT_60day_CASI_all,IoT_60day_CASI_business_industrial,IoT_60day_CASI_finance,IoT_60day_CASI_weighted_finance,IoT_15day_CASI_news,IoT_30day_CASI_news,IoT_entity_type,amendment,gtrends_name,pct_final_revision_down,pct_final_revision_up,pct_first_price_change_up,pct_first_price_change_down,media_1st_pricing,media_listing,lockup_expiration,lockup_period,underwriter_syndicate_size,num_S1A,original_prange,prange_change_pct,original_price_is_range,original_prange_size,num_priced_S1A,num_SEC_amendments,num_roadshow_S1A,underwriter_first_lead,underwriter_groups,stddev_prices_10day,stddev_prices_5day
1487712,4.0,15.0,15.0,95.0,1.5,0.0,5.6603773584905674,0.0,5.660377358490568,4.0,-3.0,3.0,26.66666666666667,2,1,1,within,AIR LEASE CORP,2011,2011-04-04,2011-04-19,2011-01-14,2011-04-19,2011-04-19,2011/04/19,26.5,27.25,27.95000076293945,28.399999618530273,26.75,20033210.0,2.830188751220703,5.47169828414917,7359,BusSv,-0.12999999523162842,0,0,New York Stock Exchange,Up,0,9.00100040435791,8.800000190734863,8.800000190734863,2,17.5,8.5+,3.1593997478485107,30283020.0,95676168.0,802500030.0,2535418452.0,0.4618702779356864,-48.72056979246733,43.43998992564164,-0.5439181050812988,58366000.0,0.0,5.6603773584905674,9.333333015441896,2.826666593551636,12.300000190734865,48.0,-0.3585531239019904,-0.09142678996047897,-0.4695405929770865,-0.3065068356131853,1.9587255369585408,2.6592157610946425,-0.3446763326527418,1.4244216551334803,7.6762915681069375,49.95470766182175,1.817584041260094,19.816194423729588,-0.2804836914687827,1.1572697142209505,Company,1.0,Air Lease,0.0,0.0,5.660377358490568,0.0,11,27,2011-10-17,180,9,11,"[25.0, 28.0]",-100.0,True,3.0,4,7,1,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.5875848874843533,0.43289721643826745
1487990,,14.0,14.0,227.0,,-1.0,,-6.896551724137932,-6.896551724137932,14.0,,0.0,100.0,1,0,1,within,AEROFLEX HOLDING CORP.,2010,2010-11-05,2010-11-19,2010-04-06,2010-11-19,2010-11-19,2010/11/19,13.5,12.670000076293945,13.5,13.845000267028807,12.600000381469727,5534093.0,-6.148148059844973,0.0,3674,Chips,0.25999999046325684,0,0,New York Stock Exchange,None,1,9.00100040435791,8.800000190734863,8.800000190734863,2,17.5,8.5+,4.768115997314453,17250000.0,82250000.0,250125000.0,1192625000.0,0.8824976410403648,-205.0240673886884,7.648415004072312,-0.07072340425531914,155931000.0,0.0,0.0,8.333333015441895,6.703333377838135,11.199999809265137,17.0,1.6923839828080358,16.951558737116198,0.0,6.214647573308077,0.28254143780735785,29.74837249303173,0.0,10.010304643613033,-2.144082914264186,-34.461715570373414,0.0,-12.201932828212529,16.951558737116198,29.74837249303173,Company,0.0,Aeroflex,6.896551724137932,0.0,0.0,-6.896551724137932,0,0,2011-05-18,180,10,9,"[13.5, 15.5]",-100.0,True,2.0,3,6,3,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.68791060465732,0.3682716388754368
1487999,,16.0,16.0,213.0,,-7.0,,-41.17647058823529,-41.17647058823529,16.0,,0.0,100.0,1,0,1,under,SEACUBE CONTAINER LEASING LTD.,2010,2010-10-12,2010-10-28,2010-03-29,2010-10-28,2010-10-28,2010/10/28,10.0,11.0,11.0,11.6899995803833,10.600000381469727,4908570.0,10.0,10.0,7359,BusSv,0.059999998658895486,0,0,New York Stock Exchange,None,0,9.00100040435791,8.600000381469728,8.600000381469728,4,34.5,8.5+,2.0071380138397217,9500000.0,19067812.0,161500000.0,324152804.0,0.8584134701819008,22.30767352556603,4.849465224481247,0.7620696071473748,66843000.0,0.0,0.0,7.333333492279053,2.776666641235352,12.399999618530273,7.333333492279053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Seacube Container Leasing,41.17647058823529,0.0,0.0,-41.17647058823529,0,16,2011-04-26,180,9,8,"[16.0, 18.0]",-100.0,True,2.0,3,5,2,Citigroup Global Markets Inc,Multiple Lead Underwriters,0.260038458694094,0.3338622470420997
1488039,189.0,268.0,268.0,269.0,-1.0,-1.0,-16.666666666666664,-16.666666666666664,-16.666666666666664,189.0,0.0,0.0,70.52238805970148,1,0,1,within,ATOSSA GENETICS INC,2012,2012-02-14,2012-11-08,2012-02-14,2012-11-09,2012-11-08,2012/11/08,5.0,4.550000190734863,4.800000190734863,5.0,4.25,207594.0,-9.0,-4.0,3841,MedEq,-0.10999999940395357,0,0,NASDAQ,Down,1,2.000999927520752,2.0,2.0,1,2.0,0+,16.149208068847653,800000.0,12919367.0,4800000.0,77516202.0,1.6590059223264113,-34.74711939349141,279.0259601886181,-0.17267618452204353,277810.0,16.666666666666664,0.0,8.666666984558105,3.1666667461395264,10.300000190734863,29.0,0.5737388641405641,0.0,0.0,0.19124628804685467,14.28828881013706,0.0,0.0,4.7627629367123525,45.42361135072365,0.0,0.0,15.14120378357455,0.5737388641405641,14.28828881013706,Search term,-1.0,Atossa Genetics,16.666666666666664,0.0,0.0,-16.666666666666664,0,0,2013-05-07,180,3,14,"[5.0, 7.0]",0.0,True,2.0,12,2,6,"Dawson James Securities, Inc","Dawson James Securities, Inc",0.20412510281687546,0.2557916370798701
1488075,,16.0,16.0,116.0,,-2.0,,-13.333333333333336,-13.333333333333336,16.0,,0.0,100.0,1,0,1,under,"INTRALINKS HOLDINGS, INC.",2010,2010-07-21,2010-08-06,2010-04-12,2010-08-06,2010-08-06,2010/08/06,13.0,13.0,13.0,13.050000190734865,12.550000190734865,6121697.0,0.0,0.0,7370,Softw,-0.03999999910593033,0,0,New York Stock Exchange,None,1,9.00100040435791,8.699999809265138,8.699999809265138,3,26.0,8.5+,4.4804511070251465,11000000.0,49284964.0,165000000.0,739274460.0,0.7784328155085335,-134.95335158817088,18.513797801207087,-0.11114951813701232,39931000.0,0.0,0.0,7.666666507720947,-1.8233333826065063,9.166666984558104,26.33333396911621,2.1375842659908995,0.1440224912753379,0.753303263582825,1.011636673616354,2.94440929413814,0.929334943603672,16.96949716304087,6.947747133594228,0.4042314975328345,3.701659083672797,45.59949926805968,16.568463283088438,0.4486628774290814,8.94941605332227,Business Operation,0.0,Intralink,13.333333333333336,0.0,0.0,-13.333333333333336,0,9,2011-02-02,180,7,6,"[14.0, 16.0]",-100.0,True,2.0,3,3,2,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.339529085646576,0.23874672772626654
1488139,,16.0,16.0,113.0,,-5.0,,-33.33333333333333,-33.33333333333333,16.0,,0.0,100.0,1,0,1,under,"AMERESCO, INC.",2010,2010-07-06,2010-07-22,2010-03-31,2010-07-22,2010-07-22,2010/07/22,10.0,10.25,10.170000076293944,10.899999618530273,10.149999618530273,3433996.0,2.5,1.7000000476837158,1600,Cnstr,-0.03999999910593033,0,0,New York Stock Exchange,None,1,8.50100040435791,8.5,8.5,1,8.5,7+,2.576030731201172,8696820.0,22403276.0,130452300.0,336049140.0,0.7248539859113138,263.0155172116918,3.181422309297977,0.05703085566593029,105628586.0,0.0,0.0,7.666666507720947,-5.840000152587893,9.166666984558104,26.33333396911621,2.8289173798001004,1.6263543052002425,0.0,1.4850905616667809,3.624699996920192,2.724657642189616,0.0,2.116452546369936,0.5094349540278497,2.5219069149642053,0.0,1.0104472896640182,1.6263543052002425,2.724657642189616,Company,0.0,Ameresco,33.33333333333333,0.0,0.0,-33.33333333333333,0,17,2011-01-18,180,7,8,"[14.0, 16.0]",-100.0,True,2.0,3,5,2,BofA Merrill Lynch,BofA Merrill Lynch,0.07462573282722272,0.08034923770640276
1488613,12.0,13.0,13.0,58.0,3.0,3.0,20.0,20.0,20.0,12.0,-2.0,2.0,92.30769230769232,1,1,0,above,"FOUNDATION MEDICINE, INC.",2013,2013-09-12,2013-09-25,2013-07-29,2013-09-25,2013-09-25,2013/09/25,18.0,31.5,35.349998474121094,36.04999923706055,30.06999969482422,7700968.0,75.0,96.38888549804688,2836,Drugs,0.15000000596046448,1,0,NASDAQ,Up,1,9.00100040435791,9.0,9.0,2,18.0,8.5+,4.614171981811523,5888888.0,27172342.0,88333320.0,407585130.0,0.2305764411027569,-23.43790281771133,36.653339028776976,-0.6399890005800751,11120000.0,0.0,20.0,15.0,2.9666666984558105,23.36666679382324,44.33333206176758,0.6708601453169885,-0.1194800203010833,-0.3764136133289592,0.058322170562315326,0.781269005369476,0.3057218445206536,-0.5935859373178548,0.16446830419075822,2.2080929284329933,3.3604758138251207,0.5082522436067104,2.0256069952882747,-0.2479468168150213,-0.1439320463986006,Search term,1.0,Foundation Medicine,0.0,20.0,20.0,0.0,0,10,2014-03-24,180,4,8,"[14.0, 16.0]",-100.0,True,2.0,4,4,2,"Goldman, Sachs and Co",Multiple Lead Underwriters,2.21780882855128,1.5178194886085763
1488917,,37.0,37.0,102.0,,-1.0,,-20.0,-20.0,37.0,,0.0,100.0,1,0,1,within,"ELECTROMED, INC.",2010,2010-07-07,2010-08-13,2010-05-03,2010-08-13,2010-08-13,2010/08/13,4.0,4.050000190734863,3.9800000190734863,4.349999904632568,3.5999999046325684,277657.0,1.25,-0.5,3845,MedEq,-0.03999999910593033,0,0,NASDAQ,None,0,4.000999927520752,4.0,4.0,1,4.0,0+,4.639932155609131,1700000.0,7887885.0,8500000.0,39439425.0,0.476213490002913,45.706308350562296,3.6929407060885717,0.10939408979720164,10679680.0,0.0,0.0,7.666666507720947,-3.8633332252502437,9.166666984558104,26.33333396911621,-0.0279725100049764,0.0,0.0,-0.0093241700016588,0.3590103763505256,0.0,0.0,0.1196701254501752,1.5765540644960434,0.0,0.0,0.525518021498681,-0.0279725100049764,0.3590103763505256,Search term,0.0,Electromed,20.0,0.0,0.0,-20.0,0,6,2011-02-09,180,1,6,"[4.0, 6.0]",-100.0,True,2.0,4,2,4,Feltl and Company,Feltl and Company,0.2531501530712554,0.08657944328765341
1489077,130.0,256.0,256.0,249.0,-2.0,-2.5,-25.0,-31.25,-25.0,130.0,1.0,0.0,50.78125,2,0,2,under,"TIBET PHARMACEUTICALS, INC.",2011,2010-05-14,2011-01-25,2010-05-14,2011-01-18,2011-01-25,2011/01/25,5.5,5.550000190734863,5.599500179290772,5.699999809265138,5.050000190734863,191580.0,0.9090909361839294,1.8090908527374268,2834,Drugs,-0.2199999988079071,0,0,NASDAQ,Down,0,3.000999927520752,3.0,3.0,1,3.0,0+,4.9375,3000000.0,14812500.0,24000000.0,118500000.0,0.25814564370622906,11.77468440864852,4.963064954374357,0.6794237299578059,23876375.0,25.0,0.0,9.333333015441896,-2.743333339691162,7.633333206176758,20.33333396911621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,-1.0,Tibet Pharmaceuticals,31.25,0.0,0.0,-25.0,0,0,2011-07-25,180,1,12,"[7.5, 8.5]",100.0,True,1.0,11,1,3,"Anderson and Strudwick, Inc","Anderson and Strudwick, Inc",0.12108394815168524,0.056256910686599125
1489096,,22.0,22.0,92.0,,-1.0,,-7.6923076923076925,-7.6923076923076925,22.0,,0.0,100.0,1,0,1,within,"THERMON GROUP HOLDINGS, INC.",2011,2011-04-13,2011-05-05,2011-02-02,2011-05-05,2011-05-05,2011/05/05,12.0,12.050000190734865,12.279999732971193,13.140000343322756,11.710000038146973,5757009.0,0.4166666567325592,2.3333332538604736,3690,ElcEq,-0.12999999523162842,0,0,New York Stock Exchange,None,0,8.00100040435791,8.0,8.0,2,16.0,7+,2.893340587615967,10000000.0,28933408.0,130000000.0,376134304.0,0.7210945005425504,-34.318823357664236,2.2671667761670835,-0.378800865767351,165905000.0,0.0,0.0,9.333333015441896,1.6333333253860474,12.300000190734865,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Thermon Group Holdings,7.6923076923076925,0.0,0.0,-7.6923076923076925,0,0,2011-11-01,180,5,6,"[12.0, 14.0]",-100.0,True,2.0,3,3,3,Barclays Capital Inc,Multiple Lead Underwriters,0.1830546366525581,0.2390815760362979
1489137,,16.0,16.0,108.0,,-2.0,,-12.5,-12.5,16.0,,0.0,100.0,1,0,1,under,"MOLYCORP, INC.",2010,2010-07-13,2010-07-29,2010-04-16,2010-08-02,2010-07-29,2010/07/29,14.0,13.25,12.850000381469727,14.0,12.100000381469727,10101720.0,-5.357142925262451,-8.214285850524902,3390,Steel,-0.03999999910593033,0,0,New York Stock Exchange,None,1,9.00100040435791,9.0,9.0,2,18.0,8.5+,2.8888888359069824,28125000.0,81250000.0,450000000.0,1300000000.0,0.2361768257676241,-167.7635823977287,445.05306401917153,-0.09537230769230767,2921000.0,0.0,0.0,7.666666507720947,-3.9666666984558105,9.166666984558104,26.33333396911621,3.067244538937315,2.8279061501873186,0.0,1.9650502297082109,4.636610374150195,5.245941265892842,0.0,3.2941838800143457,3.894997160135649,48.36516346765702,0.0,17.420053542597554,2.8279061501873186,5.245941265892842,Mining company,0.0,Molycorp,12.5,0.0,0.0,-12.5,0,16,2011-01-25,180,10,6,"[15.0, 17.0]",-100.0,True,2.0,3,3,1,J.P. Morgan Securities Inc,Multiple Lead Underwriters,0.4250929310162663,0.4529282503885136
1489147,,17.0,17.0,21.0,,0.0,,0.0,0.0,17.0,,0.0,100.0,0,0,0,within,SMART TECHNOLOGIES INC.,2010,2010-06-28,2010-07-15,2010-06-24,2010-07-15,2010-07-15,2010/07/15,17.0,17.5,17.049999237060547,18.0,16.559999465942386,24608440.0,2.941176414489746,0.29411765933036804,3577,Hardw,-0.019999999552965164,0,1,NASDAQ,None,1,9.00100040435791,5.800000190734862,5.800000190734862,3,17.5,0+,1.1410918235778809,38830000.0,44308596.0,660110000.0,753246132.0,2.3147564638113667,5.303355103075363,1.162461718430495,3.205517954123393,647975000.0,0.0,0.0,8.333333015441895,-2.426666736602783,5.766666889190674,11.0,-0.5201459928289339,0.5835655316392485,0.047990661965881656,0.037136733592065374,-1.3388403516316705,0.7729105047987292,5.305186620563131,1.5797522579100634,-6.716901219333129,43.39288019431568,49.70638111843935,28.794120031140643,0.3157780968025651,3.03904856268093,Company,0.0,Smart Technologies,0.0,0.0,0.0,0.0,0,0,2011-01-11,180,9,4,"[16.0, 18.0]",-100.0,True,2.0,2,2,1,Deutsche Bank Securities Inc,Multiple Lead Underwriters,0.2759710129705652,0.2655258932759672
1489784,9.0,73.0,73.0,95.0,2.0,0.5,57.14285714285714,14.285714285714285,57.14285714285714,9.0,0.0,0.0,12.32876712328767,2,1,1,within,LIZHAN ENVIRONMENTAL CORP,2010,2010-09-07,2010-11-19,2010-08-19,2010-11-22,2010-11-19,2010/11/19,4.0,4.0,4.010000228881837,4.150000095367432,4.0,571528.0,0.0,0.25,2200,Txtls,-0.3499999940395355,0,1,NASDAQ,Up,0,3.000999927520752,3.0,3.0,1,3.0,0+,5.457499980926514,2500000.0,13643750.0,8750000.0,47753125.0,0.5956652460542221,7.550981602901285,1.3791356922952516,0.4635158955565735,34625400.0,0.0,57.14285714285714,6.333333492279053,4.900000095367432,12.633333206176758,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,1.0,Lizhan Environmental,0.0,14.285714285714285,57.14285714285714,0.0,0,8,2011-05-18,180,2,8,"[3.0, 4.0]",0.0,True,1.0,7,1,1,"Maxim Group, LLC","Maxim Group, LLC",0.2806581550570016,0.006324555320336624
1489979,,11.0,11.0,186.0,,3.0,,15.789473684210524,15.789473684210524,11.0,,0.0,100.0,1,1,0,above,"FRESH MARKET, INC.",2010,2010-10-25,2010-11-05,2010-05-03,2010-11-05,2010-11-05,2010/11/05,22.0,35.0,32.110000610351555,35.0,31.040000915527344,13143310.0,59.09090805053711,45.95454406738281,5411,Rtail,0.059999998658895486,0,0,NASDAQ,None,0,9.00100040435791,8.800000190734863,8.800000190734863,3,26.5,8.5+,3.6425840854644775,13175000.0,47991044.0,250325000.0,911829836.0,0.7035767469304037,22.208876342645592,1.3315777701840317,0.8555137912815566,684774000.0,0.0,0.0,7.333333492279053,3.576666593551636,12.399999618530273,7.333333492279053,0.7201147306946298,1.442901648303512,0.12865677412459645,0.7638910510409127,1.2345284892914334,1.1803245423973032,0.773752298420014,1.0628684433695834,0.5212558343102921,0.8930315991536522,3.393035291458768,1.6024409083075708,0.7857792112140543,0.9770384204086586,Supermarket company,0.0,Fresh Market,0.0,15.789473684210524,15.789473684210524,0.0,0,12,2011-05-04,180,7,8,"[18.0, 20.0]",-100.0,True,2.0,3,5,2,BofA Merrill Lynch,Multiple Lead Underwriters,0.5569605012925066,0.7371132884435068
1490165,65.0,72.0,72.0,701.0,-5.5,-6.0,-39.285714285714285,-42.857142857142854,-39.285714285714285,65.0,-1.0,1.0,90.2777777777778,2,0,2,under,ERICKSON INC.,2012,2012-01-30,2012-04-11,2010-05-12,2012-04-12,2012-04-11,2012/04/11,8.0,8.0,8.0,8.25,7.9000000953674325,1717034.0,0.0,0.0,7350,BusSv,0.09000000357627869,0,0,NASDAQ,Down,0,8.00100040435791,7.300000190734862,7.300000190734862,3,22.0,7+,2.000618696212769,4800000.0,9602970.0,67200000.0,134441580.0,0.7562491716935074,8.268239852398526,0.8800318127368773,1.69322615815732,152769000.0,39.285714285714285,0.0,7.0,2.406666755676269,6.5333333015441895,37.0,2.9743142690422606,12.362761540679069,0.0,5.112358603240444,3.6796078529674174,32.91015147683639,0.0,12.196586443267936,1.6223143879762507,49.38368359853965,0.0,17.001999328838632,12.362761540679069,32.91015147683639,Company,-1.0,Erickson Inc,42.857142857142854,0.0,0.0,-39.285714285714285,0,15,2012-10-08,180,5,16,"[13.0, 15.0]",-50.0,True,2.0,5,11,2,Lazard Capital Markets LLC,Multiple Lead Underwriters,0.12126005112979295,0.02059126028197415
1490281,13.0,14.0,14.0,158.0,3.0,3.0,17.647058823529417,17.647058823529417,17.647058823529417,13.0,-2.0,2.0,92.85714285714286,1,1,0,above,"GROUPON, INC.",2011,2011-10-21,2011-11-04,2011-06-02,2011-11-07,2011-11-04,2011/11/04,20.0,28.0,26.11000061035156,31.13999938964844,25.899999618530273,49794688.0,40.0,30.54999923706055,7370,Softw,0.009999999776482582,0,0,NASDAQ,Up,1,9.00100040435791,8.800000190734863,8.800000190734863,3,26.5,8.5+,18.154380798339844,35000000.0,635403328.0,595000000.0,10801856576.0,1.0196501363178714,-45.370129643863685,9.659469729026904,-0.374695865615611,1118266000.0,0.0,17.647058823529417,1.0,0.3466666638851166,15.966666221618652,0.0,0.3922194320195323,2.273699264661034,1.4089898915140575,1.3583028627315414,0.5391582998083927,3.0042349508844883,1.6139985638929668,1.7191306048619492,1.32136772825898,5.1655283905530895,5.969315680164849,4.152070599658972,1.841344578087546,2.309116757388728,Website,1.0,Groupon,0.0,17.647058823529417,17.647058823529417,0.0,126,218,2012-05-02,180,14,11,"[16.0, 18.0]",-100.0,True,2.0,5,6,3,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.7497732990711254,0.8316104857443776
1490412,,16.0,16.0,260.0,,2.0,,20.0,20.0,16.0,,0.0,100.0,1,1,0,above,VELTI PLC,2011,2011-01-12,2011-01-28,2010-05-13,2011-01-28,2011-01-28,2011/01/28,12.0,15.0,15.579999923706055,15.890000343322756,13.989999771118164,9958154.0,25.0,29.83333396911621,7372,Softw,0.17000000178813934,0,1,NASDAQ,None,1,8.00100040435791,8.0,8.0,1,8.0,7+,3.9457628726959233,12518008.0,49393092.0,125180080.0,493930920.0,0.8072404356570575,-27.877351845580765,8.40275798713892,-0.3587141294981088,58782000.0,0.0,0.0,8.666666984558105,2.1933333873748784,11.43333339691162,45.33333206176758,1.4515598001262473,-0.3858939852273424,-1.7423244312709274,-0.2255528721240075,1.0404043471333606,-0.1994554202047356,-1.8468229714661129,-0.33529134817916256,-0.8880180986180526,4.392850685490426,47.70549820003642,17.07011026230293,-1.064109208249135,-1.023139195835424,Mobile marketing company,0.0,Velti,0.0,20.0,20.0,0.0,0,0,2011-07-27,180,5,11,"[9.0, 11.0]",-100.0,True,2.0,3,8,2,"Jefferies and Company, Inc","Jefferies and Company, Inc",0.5127106884003882,0.5817869025682857
1490630,,73.0,73.0,148.0,,0.5,,2.5,2.5,73.0,,0.0,100.0,1,1,0,within,RHINO RESOURCE PARTNERS LP,2010,2010-07-19,2010-09-30,2010-05-05,2010-09-30,2010-09-30,2010/09/30,20.5,21.100000381469727,21.899999618530273,22.299999237060547,21.099899291992188,829297.0,2.9268293380737305,6.829268455505371,1220,Coal,-0.03999999910593033,0,0,New York Stock Exchange,None,0,7.000999927520753,7.0,7.0,1,7.0,0+,3.821516752243042,3244000.0,12397000.0,64880000.0,247940000.0,0.5538644987326874,18.116622413902203,1.7095681462208792,1.103958538356054,145030779.0,0.0,0.0,7.666666507720947,-3.3866667747497563,9.166666984558104,26.33333396911621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Rhino Resource Partners,0.0,2.5,2.5,0.0,0,14,2011-03-29,180,3,7,"[19.0, 21.0]",-100.0,True,2.0,5,2,4,"Raymond James and Associates, Inc","Raymond James and Associates, Inc",0.3508047890209028,0.3685430775363991
1490636,,13.0,13.0,97.0,,-3.0,,-21.428571428571427,-21.428571428571427,13.0,,0.0,100.0,1,0,1,under,"GORDMANS STORES, INC.",2010,2010-07-23,2010-08-05,2010-04-30,2010-08-05,2010-08-05,2010/08/05,11.0,11.0,11.029999732971193,11.989999771118164,11.0,2770075.0,0.0,0.27272728085517883,5600,Rtail,-0.03999999910593033,0,0,NASDAQ Global Market,None,0,8.00100040435791,7.800000190734862,7.800000190734862,2,15.5,7+,3.4912426471710205,5357143.0,18703086.0,75000002.0,261843204.0,0.6755132448675514,41.06056201975851,2.3072528483438632,0.34095977530125243,113487000.0,0.0,0.0,7.666666507720947,-3.9133334159851074,9.166666984558104,26.33333396911621,1.5301215769513568,0.07758427583955993,-0.0031826980859785085,0.5348410515683129,3.425806109330561,27.434132126753067,-0.0031826980859776892,10.28558517933255,2.4150027809986883,66.10963501915836,-0.12235354790303225,22.800761417418013,0.03720078887679072,13.715474714333544,Department store company,0.0,Gordmans Stores,21.428571428571427,0.0,0.0,-21.428571428571427,0,15,2011-02-01,180,4,8,"[13.0, 15.0]",-100.0,True,2.0,5,3,4,Piper Jaffray and Co.,Multiple Lead Underwriters,0.362751981386732,0.27161737794183916
1490660,,11.0,11.0,45.0,,1.0,,8.333333333333332,8.333333333333332,11.0,,0.0,100.0,1,1,0,within,"MARKETO, INC.",2013,2013-05-06,2013-05-17,2013-04-02,2013-05-17,2013-05-17,2013/05/17,13.0,20.0,23.10000038146973,23.3700008392334,19.450000762939453,5534726.0,53.846153259277344,77.69230651855469,7372,Softw,-0.119999997317791,1,0,NASDAQ Global Market,None,1,9.00100040435791,8.800000190734863,8.800000190734863,2,17.5,8.5+,5.905453681945801,6059509.0,35784148.0,72714108.0,429409776.0,0.5307515883267867,-45.087124737505256,21.757690312119983,-0.2661513695952744,19736000.0,0.0,0.0,12.0,2.3499999046325684,14.833333015441895,48.33333206176758,2.7994294074288435,2.401629286268248,0.012804902157761859,1.7379545319516176,-0.5696499057526988,-2.1595502202274286,3.741316149484055,0.3373720078346423,8.725992555667355,9.698434989921381,50.02360195830306,22.816009834630602,1.207217094213005,0.7908829646283131,Company,0.0,Marketo,0.0,8.333333333333332,8.333333333333332,0.0,0,31,2013-11-13,180,7,5,"[11.0, 13.0]",-100.0,True,2.0,3,2,2,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.7395545956858084,0.569863141464685
1490930,,14.0,14.0,189.0,,-2.5,,-22.72727272727273,-22.72727272727273,14.0,,0.0,100.0,1,0,1,under,"DIGITAL DOMAIN MEDIA GROUP, INC.",2011,2011-11-04,2011-11-18,2011-05-16,2011-11-21,2011-11-18,2011/11/18,8.5,8.5,7.1500000953674325,8.600000381469728,7.0,1905743.0,0.0,-15.882352828979492,7812,Fun,-0.12999999523162842,0,0,New York Stock Exchange,None,1,5.000999927520752,5.0,5.0,1,5.0,0+,8.028656959533691,4920000.0,39500992.0,54120000.0,434510912.0,1.491980673997358,-3.87779593220944,7.13939816959958,-2.836662937477621,60861000.0,0.0,0.0,4.333333492279054,-3.0133333206176762,8.866666793823242,12.0,1.00114869837415,-0.5666831663417805,0.0,0.1448218440107898,2.068077063025161,1.955092619424896,0.0,1.3410565608166851,2.5359219649646585,6.4999985832024185,0.0,3.0119735160556917,-0.5666831663417805,1.955092619424896,Visual Effects company,0.0,Digital Domain Media,22.72727272727273,0.0,0.0,-22.72727272727273,4,0,2012-06-04,199,3,8,"[10.0, 12.0]",-100.0,True,2.0,3,5,2,"Roth Capital Partners, Inc","Roth Capital Partners, Inc",0.602647492320345,0.39787435202586263
1491501,,35.0,35.0,337.0,,-3.0,,-18.75,-18.75,35.0,,0.0,100.0,1,0,1,under,TMS INTERNATIONAL CORP.,2011,2011-03-10,2011-04-14,2010-05-13,2011-04-15,2011-04-14,2011/04/14,13.0,12.399999618530273,12.0,12.579999923706055,12.0,6494985.0,-4.615384578704834,-7.692307472229004,5051,Whlsl,-0.059999998658895486,0,0,New York Stock Exchange,None,1,9.00100040435791,8.699999809265138,8.699999809265138,3,26.0,8.5+,3.3549976348876966,11200000.0,37575972.0,179200000.0,601215552.0,0.8567638140640911,84.10961835478456,0.2960734116998173,0.19022794673149107,2030630000.0,0.0,0.0,8.0,2.4133334159851074,11.733333587646484,58.33333206176758,-0.15973208024118798,0.0,0.0,-0.05324402674706266,0.5815616411431024,0.0,0.0,0.19385388038103413,4.079497054110943,0.0,0.0,1.3598323513703143,-0.15973208024118798,0.5815616411431024,Search term,0.0,TMS International,18.75,0.0,0.0,-18.75,0,18,2011-10-11,180,12,10,"[15.0, 17.0]",-100.0,True,2.0,4,6,3,BofA Merrill Lynch,Multiple Lead Underwriters,0.6134525246504411,0.3614083562952026
